Empresa	Descripcion Empresa	Comprobante	Descripcion Comprobante	Letra	Serie \ Punto de venta	Numero	Regimen	Informado	Estado Fiscal	Firma Digital	Estadistico	Impositivo	Afecta Caja	Anulado	Motivo Rechazo / Devolucion	Descripcion Motivo Rechazo / Devolucion	Fecha Comprobante	Fecha Ingreso	Emisor	Fecha Vto. Comprobante	Fecha de Entrega	Sucursal	Descripcion Sucursal	Esquema	Descripcion Esquema	Deposito	Descripcion Deposito	Vendedor	Descripcion Vendedor	Sector de venta	Descripcion de Sector de Venta	Supervisor	Descripcion Supervisor	Gerente	Descripcion Gerente	Tipo IVA	Descripcion Tipo IVA	Condicion de Pago	Descripcion Condicion de pago	Fecha de Pago	Numero de Pedido	Fecha pedido	Origen	Tipo de Planilla	Numero de Planilla	Transporte	Descripcion Transporte	Liquidacion	Fecha Liquidacion	Numero de Caja	Fecha caja	Cajero	Cliente	Razon Social	Domicilio	Cod. Postal	Localidad	Provincia	Descripcion	Ramo	Descripcion Ramo	Agrupacion	Descripcion Agrupacion	Area	Descripcion area	Segmento MKT	Descripcion Segmento MKT	Canal MKT	Descripcion Canal MKT	Subcanal	Descripcion Subcanal MKT	Nro. de Linea	Codigo de Articulo	Descripcion de Articulo	Concepto	Descripcion Concepto	Articulo Combo	Combo	Producto Estadistico	Descripcion Producto Estadistico	Numeros Serie	Numeros Activo	Unidades por Bulto	Bultos por Pallets	Peso	Cuenta y Orden	Proveedor Cta. y Orden	Descripcion Proveedor	Nro. rendicion	Tipo de cambio	Motivo de cambio	Descripcion	PROVEEDORES	Descripción PROVEEDORES	Contable	Fecha Asiento	Nro Asiento	Plan Cuentas	Cod Cuenta	Descripción Cuenta	Ctro Costos	Proveedor	Fecha Vigencia del precio de Compra	Precio de compra Bruto	Precio de compra Neto	Bultos Cerrados	Unidades	Bultos con Cargo	Bultos sin Cargo	Bultos Total	Peso Total	Bultos Rechazados	UM Con Cargo	UM Sin Cargo	UM Total	Precio Unitario Bruto	Bonificacion %	Precio Neto Unitario	Subtotal Bruto	Subtotal Bonificado	Subtotal Neto	I.V.A 21%	I.V.A. 27%	I.V.A. 10.5%	Percepción 3337	Percepción 5329	Percepción 212	I.I.B.B(BUENOS AIRES)	I.I.B.B(CAPITAL FEDERAL)	Impuestos Internos	Subtotal Final	Trade Spend Negociacion	Trade Spend SC manual	Trade Spend Bonificacion manual	Trade Spend Iniciativas	Trade Spend Acciones	Trade Spend Troncales	Total Trade Spend	Usuario Aprobador	DESCUENTO 14% SCJ	OFERTAS SCJ 27-2	DESCUENTO ACUERDO 10%	OFERTAS NIVEA 4-3	DESCUENTO ACUERDO 5%	DESCUENTO ACUERDO 8%	OFERTA PH 26-2	DESCUENTO GRUPO EN FACTURA	OFERTAS GRUPO 2000 AL 4-3	DESCUENTO 11% SCJ	DESCUENTO 12% SCJ	OFERTAS SCJ 22-1
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3920	ELECTRÓNICO	SI		="74109847305430"	SI	SI	NO	NO	0		08/03/2024	08/03/2024	AGIUSTO	28/03/2024	08/03/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	18871	06/03/2024	e2ec2ebb33197747	CAR	0000 - 00002225	2	DELIVERY MATIAS	0					155004	CODISER S.A. (FP0)	VIRREY LORETO 3374 3374	399	CARAPACHAY	B	BUENOS AIRES	0		3	14% DTO	3	8 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	12	1120	RAID AERO EXTERMINADOR 360ML/12 AR	0		NO	0	0				12	140	4.25	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	18056.094	18056.094	3	0	3	0	3	0	0	12.744	0	12.744	24648.8	14	21197.97	73946.41	10352.5	63593.91	13354.72	0	0	0	1907.82	0	0	0	0	78856.45	0	0	0	0	10352.49	0	10352.49		X											
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3920	ELECTRÓNICO	SI		="74109847305430"	SI	SI	NO	NO	0		08/03/2024	08/03/2024	AGIUSTO	28/03/2024	08/03/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	18871	06/03/2024	e2ec2ebb33197747	CAR	0000 - 00002225	2	DELIVERY MATIAS	0					155004	CODISER S.A. (FP0)	VIRREY LORETO 3374 3374	399	CARAPACHAY	B	BUENOS AIRES	0		3	14% DTO	3	8 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	13	1124	RAID JERINGA 6 X 3 GR	0		NO	0	0				6	504	.02	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	12326.61	12326.61	1	0	1	0	1	0	0	.018	0	.018	16827.35	14	14471.52	16827.35	2355.83	14471.52	3039.02	0	0	0	434.15	0	0	0	0	17944.68	0	0	0	0	2355.82	0	2355.82		X											
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3920	ELECTRÓNICO	SI		="74109847305430"	SI	SI	NO	NO	0		08/03/2024	08/03/2024	AGIUSTO	28/03/2024	08/03/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	18871	06/03/2024	e2ec2ebb33197747	CAR	0000 - 00002225	2	DELIVERY MATIAS	0					155004	CODISER S.A. (FP0)	VIRREY LORETO 3374 3374	399	CARAPACHAY	B	BUENOS AIRES	0		3	14% DTO	3	8 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	14	1123	RAID CEBOS 6 X 2,6 GR	0		NO	0	0				12	108	1	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	32992.366	32992.366	1	0	1	0	1	0	0	.996	0	.996	45038.67	14	38733.25	45038.67	6305.41	38733.25	8133.98	0	0	0	1162	0	0	0	0	48029.23	0	0	0	0	6305.41	0	6305.41		X											
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3920	ELECTRÓNICO	SI		="74109847305430"	SI	SI	NO	NO	0		08/03/2024	08/03/2024	AGIUSTO	28/03/2024	08/03/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	18871	06/03/2024	e2ec2ebb33197747	CAR	0000 - 00002225	2	DELIVERY MATIAS	0					155004	CODISER S.A. (FP0)	VIRREY LORETO 3374 3374	399	CARAPACHAY	B	BUENOS AIRES	0		3	14% DTO	3	8 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	15	1053	RAID AERO ANTIPOLILLAS 360ML/12 AR	0		NO	0	0				12	140	3.82	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	22274.563	22274.563	1	0	1	0	1	0	0	3.816	0	3.816	30407.53	14	26150.48	30407.53	4257.05	26150.48	5491.6	0	0	0	784.51	0	0	0	0	32426.6	0	0	0	0	4257.05	0	4257.05		X											
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3920	ELECTRÓNICO	SI		="74109847305430"	SI	SI	NO	NO	0		08/03/2024	08/03/2024	AGIUSTO	28/03/2024	08/03/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	18871	06/03/2024	e2ec2ebb33197747	CAR	0000 - 00002225	2	DELIVERY MATIAS	0					155004	CODISER S.A. (FP0)	VIRREY LORETO 3374 3374	399	CARAPACHAY	B	BUENOS AIRES	0		3	14% DTO	3	8 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	16	139	PATO ADHESIVO FLORES 24.6GR/24 AR	0		NO	0	0				24	192	.89	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	14627.107	14627.107	1	0	1	0	1	0	0	.888	0	.888	19135.82	15.41	16186.99	19135.82	2948.83	16186.99	3399.27	0	0	0	485.61	0	0	0	0	20071.87	0	0	0	0	2948.82	0	2948.82			X										
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3920	ELECTRÓNICO	SI		="74109847305430"	SI	SI	NO	NO	0		08/03/2024	08/03/2024	AGIUSTO	28/03/2024	08/03/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	18871	06/03/2024	e2ec2ebb33197747	CAR	0000 - 00002225	2	DELIVERY MATIAS	0					155004	CODISER S.A. (FP0)	VIRREY LORETO 3374 3374	399	CARAPACHAY	B	BUENOS AIRES	0		3	14% DTO	3	8 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	17	762	PATO CANASTA LIQUIDA REP MARINA 50 ML	0		NO	0	0				12	112	1	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	15579.675	15579.675	1	0	1	0	1	0	0	.996	0	.996	20382.01	14	17528.53	20382.01	2853.48	17528.53	3680.99	0	0	0	525.86	0	0	0	0	21735.38	0	0	0	0	2853.48	0	2853.48		X											
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3920	ELECTRÓNICO	SI		="74109847305430"	SI	SI	NO	NO	0		08/03/2024	08/03/2024	AGIUSTO	28/03/2024	08/03/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	18871	06/03/2024	e2ec2ebb33197747	CAR	0000 - 00002225	2	DELIVERY MATIAS	0					155004	CODISER S.A. (FP0)	VIRREY LORETO 3374 3374	399	CARAPACHAY	B	BUENOS AIRES	0		3	14% DTO	3	8 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	18	759	PATO CANASTA LIQUIDA FULL MARINA 50 ML	0		NO	0	0				12	112	1.14	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	18224.643	18224.643	1	0	1	0	1	0	0	1.14	0	1.14	23842.27	14	20504.36	23842.27	3337.92	20504.36	4305.92	0	0	0	615.13	0	0	0	0	25425.41	0	0	0	0	3337.91	0	3337.91		X											
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3920	ELECTRÓNICO	SI		="74109847305430"	SI	SI	NO	NO	0		08/03/2024	08/03/2024	AGIUSTO	28/03/2024	08/03/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	18871	06/03/2024	e2ec2ebb33197747	CAR	0000 - 00002225	2	DELIVERY MATIAS	0					155004	CODISER S.A. (FP0)	VIRREY LORETO 3374 3374	399	CARAPACHAY	B	BUENOS AIRES	0		3	14% DTO	3	8 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	19	915	PATO BLOQUE  MOCHILA  24 X 40 GR	0		NO	0	0				24	196	1.32	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	23127.863	23127.863	1	0	1	0	1	0	0	1.32	0	1.32	30256.88	14	26020.92	30256.88	4235.96	26020.92	5464.39	0	0	0	780.63	0	0	0	0	32265.94	0	0	0	0	4235.96	0	4235.96		X											
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3920	ELECTRÓNICO	SI		="74109847305430"	SI	SI	NO	NO	0		08/03/2024	08/03/2024	AGIUSTO	28/03/2024	08/03/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	18871	06/03/2024	e2ec2ebb33197747	CAR	0000 - 00002225	2	DELIVERY MATIAS	0					155004	CODISER S.A. (FP0)	VIRREY LORETO 3374 3374	399	CARAPACHAY	B	BUENOS AIRES	0		3	14% DTO	3	8 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	20	1038	OFF AERO FAMILY 170 ML	0		NO	0	0				12	279	2.15	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	19330.372	19330.372	40	0	40	0	40	0	0	85.92	0	85.92	30346.61	14	26098.08	1213864.24	169940.99	1043923.25	219223.88	0	0	0	31317.7	0	0	0	0	1294464.83	0	0	0	0	169940.99	0	169940.99		X											
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3920	ELECTRÓNICO	SI		="74109847305430"	SI	SI	NO	NO	0		08/03/2024	08/03/2024	AGIUSTO	28/03/2024	08/03/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	18871	06/03/2024	e2ec2ebb33197747	CAR	0000 - 00002225	2	DELIVERY MATIAS	0					155004	CODISER S.A. (FP0)	VIRREY LORETO 3374 3374	399	CARAPACHAY	B	BUENOS AIRES	0		3	14% DTO	3	8 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	21	1037	OFF AERO EXTRA DURACION 170 ML	0		NO	0	0				12	279	2.32	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	28731.69	28731.69	26	0	26	0	26	0	0	60.216	0	60.216	45105.66	14	38790.87	1172747.26	164184.62	1008562.65	211798.16	0	0	0	30256.88	0	0	0	0	1250617.69	0	0	0	0	164184.61	0	164184.61		X											
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3920	ELECTRÓNICO	SI		="74109847305430"	SI	SI	NO	NO	0		08/03/2024	08/03/2024	AGIUSTO	28/03/2024	08/03/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	18871	06/03/2024	e2ec2ebb33197747	CAR	0000 - 00002225	2	DELIVERY MATIAS	0					155004	CODISER S.A. (FP0)	VIRREY LORETO 3374 3374	399	CARAPACHAY	B	BUENOS AIRES	0		3	14% DTO	3	8 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	22	1073	OFF CREMA FAMILY 60G/12 AR	0		NO	0	1073	OFF CREMA FAMILY 60G/12 AR			12	649	1	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	8252	8252	3	0	3	0	3	0	0	3	0	3	12954.75	14	11141.09	38864.26	5441	33423.26	7018.88	0	0	0	1002.7	0	0	0	0	41444.84	0	0	0	0	5440.99	0	5440.99		X											
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3920	ELECTRÓNICO	SI		="74109847305430"	SI	SI	NO	NO	0		08/03/2024	08/03/2024	AGIUSTO	28/03/2024	08/03/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	18871	06/03/2024	e2ec2ebb33197747	CAR	0000 - 00002225	2	DELIVERY MATIAS	0					155004	CODISER S.A. (FP0)	VIRREY LORETO 3374 3374	399	CARAPACHAY	B	BUENOS AIRES	0		3	14% DTO	3	8 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	23	805	MR MUSCULO EXTRA POWER GAT 500  ML	0		NO	0	0				12	64	6.98	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	26505.117	26505.117	2	0	2	0	2	0	0	13.968	0	13.968	36182.77	14	31117.18	72365.53	10131.17	62234.36	13069.22	0	0	0	1867.03	0	0	0	0	77170.61	0	0	0	0	10131.17	0	10131.17		X											
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3920	ELECTRÓNICO	SI		="74109847305430"	SI	SI	NO	NO	0		08/03/2024	08/03/2024	AGIUSTO	28/03/2024	08/03/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	18871	06/03/2024	e2ec2ebb33197747	CAR	0000 - 00002225	2	DELIVERY MATIAS	0					155004	CODISER S.A. (FP0)	VIRREY LORETO 3374 3374	399	CARAPACHAY	B	BUENOS AIRES	0		3	14% DTO	3	8 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	24	88	MR MUSCULO EXTRA POWER DP 450  ML	0		NO	0	0				15	88	4.5	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	10834.546	10834.546	4	0	4	0	4	0	0	20	0	20	13083.91	14	11252.16	52335.62	7326.99	45008.63	9451.81	0	0	0	1350.26	0	0	0	0	55810.7	0	0	0	0	7326.98	0	7326.98		X											
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3920	ELECTRÓNICO	SI		="74109847305430"	SI	SI	NO	NO	0		08/03/2024	08/03/2024	AGIUSTO	28/03/2024	08/03/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	18871	06/03/2024	e2ec2ebb33197747	CAR	0000 - 00002225	2	DELIVERY MATIAS	0					155004	CODISER S.A. (FP0)	VIRREY LORETO 3374 3374	399	CARAPACHAY	B	BUENOS AIRES	0		3	14% DTO	3	8 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	25	822	MR MUSCULO ANTIGRASA COCINA DP 900  ML	0		NO	0	0				12	70	10.98	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	13776.115	13776.115	2	0	2	0	2	0	0	21.96	0	21.96	18806.1	14	16173.25	37612.2	5265.71	32346.5	6792.77	0	0	0	970.4	0	0	0	0	40109.66	0	0	0	0	5265.7	0	5265.7		X											
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3920	ELECTRÓNICO	SI		="74109847305430"	SI	SI	NO	NO	0		08/03/2024	08/03/2024	AGIUSTO	28/03/2024	08/03/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	18871	06/03/2024	e2ec2ebb33197747	CAR	0000 - 00002225	2	DELIVERY MATIAS	0					155004	CODISER S.A. (FP0)	VIRREY LORETO 3374 3374	399	CARAPACHAY	B	BUENOS AIRES	0		3	14% DTO	3	8 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	26	311	LYSOFORM APC  FLORAL 12X900ML AR	0		NO	0	0				12	75	11.2	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	9881.508	9881.508	1	0	1	0	1	0	0	11.196	0	11.196	13489.49	14	11600.96	13489.49	1888.53	11600.96	2436.2	0	0	0	348.03	0	0	0	0	14385.19	0	0	0	0	1888.52	0	1888.52		X											
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3920	ELECTRÓNICO	SI		="74109847305430"	SI	SI	NO	NO	0		08/03/2024	08/03/2024	AGIUSTO	28/03/2024	08/03/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	18871	06/03/2024	e2ec2ebb33197747	CAR	0000 - 00002225	2	DELIVERY MATIAS	0					155004	CODISER S.A. (FP0)	VIRREY LORETO 3374 3374	399	CARAPACHAY	B	BUENOS AIRES	0		3	14% DTO	3	8 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	27	924	LYSOFORM CONCENTRADO ORIGINAL BOT 800 ML	0		NO	0	0				12	55	10.2	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	12371.6	12371.6	1	0	1	0	1	0	0	10.2	0	10.2	16185.06	14	13919.16	16185.06	2265.91	13919.16	2923.02	0	0	0	417.57	0	0	0	0	17259.76	0	0	0	0	2265.9	0	2265.9		X											
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3920	ELECTRÓNICO	SI		="74109847305430"	SI	SI	NO	NO	0		08/03/2024	08/03/2024	AGIUSTO	28/03/2024	08/03/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	18871	06/03/2024	e2ec2ebb33197747	CAR	0000 - 00002225	2	DELIVERY MATIAS	0					155004	CODISER S.A. (FP0)	VIRREY LORETO 3374 3374	399	CARAPACHAY	B	BUENOS AIRES	0		3	14% DTO	3	8 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	28	878	LYSOFORM CONCENTRADO ORIGINAL DP 420 ML	0		NO	0	0				12	128	5.2	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	6888.337	6888.337	5	0	5	0	5	0	0	25.98	0	25.98	8318.42	14	7153.84	41592.1	5822.89	35769.21	7511.53	0	0	0	1073.08	0	0	0	0	44353.82	0	0	0	0	5822.89	0	5822.89		X											
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3920	ELECTRÓNICO	SI		="74109847305430"	SI	SI	NO	NO	0		08/03/2024	08/03/2024	AGIUSTO	28/03/2024	08/03/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	18871	06/03/2024	e2ec2ebb33197747	CAR	0000 - 00002225	2	DELIVERY MATIAS	0					155004	CODISER S.A. (FP0)	VIRREY LORETO 3374 3374	399	CARAPACHAY	B	BUENOS AIRES	0		3	14% DTO	3	8 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	29	881	LYSOFORM CONCENTRADO LAVANDA DP 420 ML	0		NO	0	0				12	128	5.2	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	7408.462	7408.462	5	0	5	0	5	0	0	25.98	0	25.98	10113.47	14	8697.59	50567.36	7079.43	43487.93	9132.47	0	0	0	1304.64	0	0	0	0	53925.03	0	0	0	0	7079.42	0	7079.42		X											
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3920	ELECTRÓNICO	SI		="74109847305430"	SI	SI	NO	NO	0		08/03/2024	08/03/2024	AGIUSTO	28/03/2024	08/03/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	18871	06/03/2024	e2ec2ebb33197747	CAR	0000 - 00002225	2	DELIVERY MATIAS	0					155004	CODISER S.A. (FP0)	VIRREY LORETO 3374 3374	399	CARAPACHAY	B	BUENOS AIRES	0		3	14% DTO	3	8 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	30	879	LYSOFORM CONCENTRADO CITRICA DP 420 ML	0		NO	0	0				12	128	5.2	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	7408.462	7408.462	3	0	3	0	3	0	0	15.588	0	15.588	10113.47	14	8697.59	30340.41	4247.66	26092.76	5479.48	0	0	0	782.78	0	0	0	0	32355.02	0	0	0	0	4247.65	0	4247.65		X											
