Empresa	Descripcion Empresa	Comprobante	Descripcion Comprobante	Letra	Serie \ Punto de venta	Numero	Regimen	Informado	Estado Fiscal	Firma Digital	Estadistico	Impositivo	Afecta Caja	Anulado	Motivo Rechazo / Devolucion	Descripcion Motivo Rechazo / Devolucion	Fecha Comprobante	Fecha Ingreso	Emisor	Fecha Vto. Comprobante	Fecha de Entrega	Sucursal	Descripcion Sucursal	Esquema	Descripcion Esquema	Deposito	Descripcion Deposito	Vendedor	Descripcion Vendedor	Sector de venta	Descripcion de Sector de Venta	Supervisor	Descripcion Supervisor	Gerente	Descripcion Gerente	Tipo IVA	Descripcion Tipo IVA	Condicion de Pago	Descripcion Condicion de pago	Fecha de Pago	Numero de Pedido	Fecha pedido	Origen	Tipo de Planilla	Numero de Planilla	Transporte	Descripcion Transporte	Liquidacion	Fecha Liquidacion	Numero de Caja	Fecha caja	Cajero	Cliente	Razon Social	Domicilio	Cod. Postal	Localidad	Provincia	Descripcion	Ramo	Descripcion Ramo	Agrupacion	Descripcion Agrupacion	Area	Descripcion area	Segmento MKT	Descripcion Segmento MKT	Canal MKT	Descripcion Canal MKT	Subcanal	Descripcion Subcanal MKT	Nro. de Linea	Codigo de Articulo	Descripcion de Articulo	Concepto	Descripcion Concepto	Articulo Combo	Combo	Producto Estadistico	Descripcion Producto Estadistico	Numeros Serie	Numeros Activo	Unidades por Bulto	Bultos por Pallets	Peso	Cuenta y Orden	Proveedor Cta. y Orden	Descripcion Proveedor	Nro. rendicion	Tipo de cambio	Motivo de cambio	Descripcion	PROVEEDORES	Descripción PROVEEDORES	Contable	Fecha Asiento	Nro Asiento	Plan Cuentas	Cod Cuenta	Descripción Cuenta	Ctro Costos	Proveedor	Fecha Vigencia del precio de Compra	Precio de compra Bruto	Precio de compra Neto	Bultos Cerrados	Unidades	Bultos con Cargo	Bultos sin Cargo	Bultos Total	Peso Total	Bultos Rechazados	UM Con Cargo	UM Sin Cargo	UM Total	Precio Unitario Bruto	Bonificacion %	Precio Neto Unitario	Subtotal Bruto	Subtotal Bonificado	Subtotal Neto	I.V.A 21%	I.V.A. 27%	I.V.A. 10.5%	Percepción 3337	Percepción 5329	Percepción 212	I.I.B.B(BUENOS AIRES)	I.I.B.B(CAPITAL FEDERAL)	Impuestos Internos	Subtotal Final	Trade Spend Negociacion	Trade Spend SC manual	Trade Spend Bonificacion manual	Trade Spend Iniciativas	Trade Spend Acciones	Trade Spend Troncales	Total Trade Spend	Usuario Aprobador	OFERTAS SCJ 23-1 - COPIA 	DESCUENTO ACUERDO 5%	DESCUENTO ACUERDO 10%	OFERTAS SCJ 22-1	DESCUENTO 12% SCJ	DESCUENTO 14% SCJ	DESCUENTO 5% NIVEA
1	J.J. MENDIZABAL S.A.	ANTCC	ANTICIPO		10	427					NO	NO	SI	NO	0		20/02/2024	20/02/2024	NQUIROS			1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	12	MENDIZABAL JUAN IGNACIO	12	MENDIZABAL JUAN IGNACIO	0		0		CF	CONSUMIDOR FINAL	2	CONTADO	31/12/9999	0	20/02/2024	CAJA			0		0		169	20/02/2024	NQUIROS	900114	JUAN TEJERO	CARCARAÑA 1238	297	HURLINGHAM	B	BUENOS AIRES	0		2	12% DTO	0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	1	SPM Y AUTOS. CHICO	1	0		0	ANTICIPO PENDIENTE DE IMPUTAR	NO	0	0				0	0	0		0		0		0				SI		0	1	1140101	DEUDORES POR VENTAS	0					0	0	0	0	0	0	0	0	0	0	0	0	14360	14360	14360	14360	0	0	0	0	0	0	0	0	0	14360	0	0	0	0	0	0	0								
1	J.J. MENDIZABAL S.A.	ANTCC	ANTICIPO		10	428					NO	NO	SI	NO	0		20/02/2024	20/02/2024	NQUIROS			1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	11	DUERTO GABRIEL	11	DUERTO GABRIEL	0		0		RI	RESP. INSCRIPTO	2	CONTADO	31/12/9999	0	20/02/2024	CAJA			0		0		169	20/02/2024	NQUIROS	111313	YANG CHUN YIN (P40)	DON BOSCO 3266	419	SAN JUSTO	B	BUENOS AIRES	0		0		0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	1	SPM Y AUTOS. CHICO	1	0		0	ANTICIPO PENDIENTE DE IMPUTAR	NO	0	0				0	0	0		0		0		0				SI		0	1	1140101	DEUDORES POR VENTAS	0					0	0	0	0	0	0	0	0	0	0	0	0	158400	158400	158400	158400	0	0	0	0	0	0	0	0	0	158400	0	0	0	0	0	0	0								
1	J.J. MENDIZABAL S.A.	ANTCC	ANTICIPO		10	429					NO	NO	SI	NO	0		20/02/2024	20/02/2024	NQUIROS			1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	11	DUERTO GABRIEL	11	DUERTO GABRIEL	0		0		MT	RESP. MONOTRIBUTO	2	CONTADO	31/12/9999	0	20/02/2024	CAJA			0		0		169	20/02/2024	NQUIROS	192502	ANCASI FERNANDO ANDRES (P0)	BARADERO 1851	943	MORON	B	BUENOS AIRES	0		0		0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	8	OTROS	1	0		0	ANTICIPO PENDIENTE DE IMPUTAR	NO	0	0				0	0	0		0		0		0				SI		0	1	1140101	DEUDORES POR VENTAS	0					0	0	0	0	0	0	0	0	0	0	0	0	154740	154740	154740	154740	0	0	0	0	0	0	0	0	0	154740	0	0	0	0	0	0	0								
1	J.J. MENDIZABAL S.A.	ANTCC	ANTICIPO		10	430					NO	NO	SI	NO	0		20/02/2024	20/02/2024	NQUIROS			1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	6	MENDOZA RODOLFO	6	MENDOZA RODOLFO	0		0		RI	RESP. INSCRIPTO	2	CONTADO	31/12/9999	0	20/02/2024	CAJA			0		0		169	20/02/2024	NQUIROS	191809	RAMIREZ CLAUDIA (P25)	ARIETA 1327	419	SAN JUSTO	B	BUENOS AIRES	2	TIPO NEGOCIO 2	1	5% DTO	2	5 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	3	PERF. Y CASA DE ART LIMP.	1	0		0	ANTICIPO PENDIENTE DE IMPUTAR	NO	0	0				0	0	0		0		0		0				SI		0	1	1140101	DEUDORES POR VENTAS	0					0	0	0	0	0	0	0	0	0	0	0	0	116305	116305	116305	116305	0	0	0	0	0	0	0	0	0	116305	0	0	0	0	0	0	0								
1	J.J. MENDIZABAL S.A.	DVVTA	NOTA DE CREDITO	A	9	871					SI	SI	SI	NO	8	BONIFICACION	20/02/2024	20/02/2024	AGIUSTO		20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	8	JIMENEZ SOLIS	8	JIMENEZ SOLIS	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	0	20/02/2024	CAJA			0		0		170	20/02/2024	AGIUSTO	120103	BERZONI MARIA CRISTINA (FP40)	ALMIRANTE BROWN 325 325	1740	ZARATE	B	BUENOS AIRES	0		1	5% DTO	2	5 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	3	PERF. Y CASA DE ART LIMP.	1	0		8	DESCUENTO PRONTO PAGO	NO	0	0				0	0	0		0		0		0				SI		0	1	4211704	DESCUENTOS CEDIDOS	0					0	0	0	0	0	0	0	0	0	0	0	0	143137.23	-143137.23	-143137.23	-143137.23	-30058.8183	0	0	0	0	0	0	0	0	-173196.05	0	0	0	0	0	0	0								
1	J.J. MENDIZABAL S.A.	DVVTA	NOTA DE CREDITO	A	9	872	ELECTRÓNICO	SI		="74089884635890"	SI	SI	NO	NO	4	NO PIDIÓ	20/02/2024	20/02/2024	MCOZZO			1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	127	SOMOZA MARIA SILVINA	127	SOMOZA MARIA SILVINA	0		0		RI	RESP. INSCRIPTO	2	CONTADO		0	09/02/2024	LIQUIDACION	CAR	0000 - 00001761	9	PEUGEOT EZEQUIEL	0					111874	BAIGORRI ROBERTO ISMAEL 9	JACINTO DIAZ 1800	1604	SAN ISIDRO	B	BUENOS AIRES	0		0		0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	1	SPM Y AUTOS. CHICO	1	1046	RAID LIQUIDO 45N FULL 32,9 ML	0		NO	0	0				6	448	.72	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	12739.648	12739.648	0	-1	-.1666666667	0	-.1666666667	0	.1666666667	-.12	0	-.12	-18599.89	20.71	14747.85	-3099.98	-642.01	-2457.98	-516.18	0	0	0	-73.74	0	0	0	0	-3047.89	0	0	0	0	-642	0	-642		X						
1	J.J. MENDIZABAL S.A.	DVVTA	NOTA DE CREDITO	A	9	872	ELECTRÓNICO	SI		="74089884635890"	SI	SI	NO	NO	4	NO PIDIÓ	20/02/2024	20/02/2024	MCOZZO			1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	127	SOMOZA MARIA SILVINA	127	SOMOZA MARIA SILVINA	0		0		RI	RESP. INSCRIPTO	2	CONTADO		0	09/02/2024	LIQUIDACION	CAR	0000 - 00001761	9	PEUGEOT EZEQUIEL	0					111874	BAIGORRI ROBERTO ISMAEL 9	JACINTO DIAZ 1800	1604	SAN ISIDRO	B	BUENOS AIRES	0		0		0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	1	SPM Y AUTOS. CHICO	2	1065	RAID LIQUIDO 45N REP FRAGANCIA 32.9	0		NO	0	0				12	444	.15	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	25479.295	25479.295	0	-1	-.0833333333	0	-.0833333333	0	.0833333333	-.0125	0	-.0125	-37199.77	0	37199.77	-3099.98	0	-3099.98	-651	0	0	0	-93	0	0	0	0	-3843.98	0	0	0	0	0	0	0								
1	J.J. MENDIZABAL S.A.	DVVTA	NOTA DE CREDITO	A	9	873					SI	SI	SI	NO	6	DISCONFORMIDAD CON PRECIO	20/02/2024	20/02/2024	AGIUSTO		20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	127	SOMOZA MARIA SILVINA	127	SOMOZA MARIA SILVINA	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	0	20/02/2024	CAJA			0		0		170	20/02/2024	AGIUSTO	180140	CASA OSLE S.A.	AV LEMOS 1634	1870	LOS POLVORINES	B	BUENOS AIRES	0		3	14% DTO	0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	1	SPM Y AUTOS. CHICO	1	0		1	AJUSTE DE FACTURACIÓN	NO	0	0				0	0	0		0		0		0				SI		0	1	4110101	VENTA DE MERCADERIAS	0					0	0	0	0	0	0	0	0	0	0	0	0	2741602.41	-2741602.41	-2741602.41	-2741602.41	-575736.5061	0	0	0	-82248.0723	0	0	0	0	-3399586.99	0	0	0	0	0	0	0								
1	J.J. MENDIZABAL S.A.	DVVTA	NOTA DE CREDITO	A	9	874					SI	SI	SI	NO	8	BONIFICACION	20/02/2024	20/02/2024	AGIUSTO		20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	11	DUERTO GABRIEL	11	DUERTO GABRIEL	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	20/02/2024	0	20/02/2024	CAJA			0		0		170	20/02/2024	AGIUSTO	120028	COLAVITTA S Y COLAVITTA A. (FP30)	AV. EVA PERON 1351 1351 1351	2028	LIBERTAD	B	BUENOS AIRES	0		5	10% DTO	2	5 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	10	SPM Y AUTOS GRANDE	1	0		8	DESCUENTO PRONTO PAGO	NO	0	0				0	0	0		0		0		0				SI		0	1	4211704	DESCUENTOS CEDIDOS	0					0	0	0	0	0	0	0	0	0	0	0	0	63176.66	-63176.66	-63176.66	-63176.66	-13267.0986	0	0	0	-1895.2998	0	0	0	0	-78339.06	0	0	0	0	0	0	0								
1	J.J. MENDIZABAL S.A.	DVVTA	NOTA DE CREDITO	A	9	875					SI	SI	SI	NO	8	BONIFICACION	20/02/2024	20/02/2024	AGIUSTO		20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	11	DUERTO GABRIEL	11	DUERTO GABRIEL	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	20/02/2024	0	20/02/2024	CAJA			0		0		170	20/02/2024	AGIUSTO	190359	ABALLAY ANDRES NICOLAS (FP0)	DE LOS ITALIANOS 4018	2032	PONTEVEDRA	B	BUENOS AIRES	0		0		0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	1	SPM Y AUTOS. CHICO	1	0		8	DESCUENTO PRONTO PAGO	NO	0	0				0	0	0		0		0		0				SI		0	1	4211704	DESCUENTOS CEDIDOS	0					0	0	0	0	0	0	0	0	0	0	0	0	8202.69	-8202.69	-8202.69	-8202.69	-1722.5649	0	0	0	-246.0807	0	0	0	0	-10171.34	0	0	0	0	0	0	0								
1	J.J. MENDIZABAL S.A.	DVVTA	NOTA DE CREDITO	A	9	876					SI	SI	SI	NO	8	BONIFICACION	20/02/2024	20/02/2024	AGIUSTO		20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	11	DUERTO GABRIEL	11	DUERTO GABRIEL	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	20/02/2024	0	20/02/2024	CAJA			0		0		170	20/02/2024	AGIUSTO	111195	LOPES HECTOR FERNANDO (FP25)	REPUBLICA DE PORTUGAL 3062	413	ISIDRO CASANOVA	B	BUENOS AIRES	0		0		0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	1	SPM Y AUTOS. CHICO	1	0		8	DESCUENTO PRONTO PAGO	NO	0	0				0	0	0		0		0		0				SI		0	1	4211704	DESCUENTOS CEDIDOS	0					0	0	0	0	0	0	0	0	0	0	0	0	9335.68	-9335.68	-9335.68	-9335.68	-1960.4928	0	0	0	-280.0704	0	0	0	0	-11576.24	0	0	0	0	0	0	0								
