Empresa	Descripcion Empresa	Comprobante	Descripcion Comprobante	Letra	Serie \ Punto de venta	Numero	Regimen	Informado	Estado Fiscal	Firma Digital	Estadistico	Impositivo	Afecta Caja	Anulado	Motivo Rechazo / Devolucion	Descripcion Motivo Rechazo / Devolucion	Fecha Comprobante	Fecha Ingreso	Emisor	Fecha Vto. Comprobante	Fecha de Entrega	Sucursal	Descripcion Sucursal	Esquema	Descripcion Esquema	Deposito	Descripcion Deposito	Vendedor	Descripcion Vendedor	Sector de venta	Descripcion de Sector de Venta	Supervisor	Descripcion Supervisor	Gerente	Descripcion Gerente	Tipo IVA	Descripcion Tipo IVA	Condicion de Pago	Descripcion Condicion de pago	Fecha de Pago	Numero de Pedido	Fecha pedido	Origen	Tipo de Planilla	Numero de Planilla	Transporte	Descripcion Transporte	Liquidacion	Fecha Liquidacion	Numero de Caja	Fecha caja	Cajero	Cliente	Razon Social	Domicilio	Cod. Postal	Localidad	Provincia	Descripcion	Ramo	Descripcion Ramo	Agrupacion	Descripcion Agrupacion	Area	Descripcion area	Segmento MKT	Descripcion Segmento MKT	Canal MKT	Descripcion Canal MKT	Subcanal	Descripcion Subcanal MKT	Nro. de Linea	Codigo de Articulo	Descripcion de Articulo	Concepto	Descripcion Concepto	Articulo Combo	Combo	Producto Estadistico	Descripcion Producto Estadistico	Numeros Serie	Numeros Activo	Unidades por Bulto	Bultos por Pallets	Peso	Cuenta y Orden	Proveedor Cta. y Orden	Descripcion Proveedor	Nro. rendicion	Tipo de cambio	Motivo de cambio	Descripcion	PROVEEDORES	Descripción PROVEEDORES	Contable	Fecha Asiento	Nro Asiento	Plan Cuentas	Cod Cuenta	Descripción Cuenta	Ctro Costos	Proveedor	Fecha Vigencia del precio de Compra	Precio de compra Bruto	Precio de compra Neto	Bultos Cerrados	Unidades	Bultos con Cargo	Bultos sin Cargo	Bultos Total	Peso Total	Bultos Rechazados	UM Con Cargo	UM Sin Cargo	UM Total	Precio Unitario Bruto	Bonificacion %	Precio Neto Unitario	Subtotal Bruto	Subtotal Bonificado	Subtotal Neto	I.V.A 21%	I.V.A. 27%	I.V.A. 10.5%	Percepción 3337	Percepción 5329	Percepción 212	I.I.B.B(BUENOS AIRES)	I.I.B.B(CAPITAL FEDERAL)	Impuestos Internos	Subtotal Final	Trade Spend Negociacion	Trade Spend SC manual	Trade Spend Bonificacion manual	Trade Spend Iniciativas	Trade Spend Acciones	Trade Spend Troncales	Total Trade Spend	Usuario Aprobador	OFERTAS SCJ 27-2	OFERTAS SCJ 23-1 - COPIA 	DESCUENTO ACUERDO 5%	DESCUENTO 12% SCJ	OFERTAS NIVEA 4-3	DESCUENTO 11% SCJ	DESCUENTO ACUERDO 8%	OFERTA PH 26-2	DESCUENTO ACUERDO 10%	OFERTAS GRUPO 2000 AL 4-3	DESCUENTO GRUPO EN FACTURA	DESCUENTO 14% SCJ	OFERTAS SCJ 22-1
1	J.J. MENDIZABAL S.A.	ANTCC	ANTICIPO		10	508					NO	NO	SI	NO	0		06/03/2024	06/03/2024	NQUIROS			1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	118	MEDINA ROBERTO	118	MEDINA ROBERTO	0		0		RI	RESP. INSCRIPTO	2	CONTADO	31/12/9999	0	06/03/2024	CAJA			0		0					137261	HUANG KAI	FRAY J N GONZALEZ 1390 1390	409	CIUDAD EVITA	B	BUENOS AIRES	0		0		0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	1	SPM Y AUTOS. CHICO	1	0		0	ANTICIPO PENDIENTE DE IMPUTAR	NO	0	0				0	0	0		0		0		0				SI		0	1	1140101	DEUDORES POR VENTAS	0					0	0	0	0	0	0	0	0	0	0	0	0	387800	387800	387800	387800	0	0	0	0	0	0	0	0	0	387800	0	0	0	0	0	0	0														
1	J.J. MENDIZABAL S.A.	ANTCC	ANTICIPO		10	509					NO	NO	SI	NO	0		06/03/2024	06/03/2024	NQUIROS			1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	12	MENDIZABAL JUAN IGNACIO	12	MENDIZABAL JUAN IGNACIO	0		0		CF	CONSUMIDOR FINAL	2	CONTADO	31/12/9999	0	06/03/2024	CAJA			0		0					900068	GUSTAVO PROPATO	LOS PATOS 623	297	HURLINGHAM	B	BUENOS AIRES	0		2	12% DTO	0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	1	SPM Y AUTOS. CHICO	1	0		0	ANTICIPO PENDIENTE DE IMPUTAR	NO	0	0				0	0	0		0		0		0				SI		0	1	1140101	DEUDORES POR VENTAS	0					0	0	0	0	0	0	0	0	0	0	0	0	40800	40800	40800	40800	0	0	0	0	0	0	0	0	0	40800	0	0	0	0	0	0	0														
1	J.J. MENDIZABAL S.A.	DVVTA	NOTA DE CREDITO	A	9	995	ELECTRÓNICO	SI		="74109568623502"	SI	SI	NO	NO	4	NO PIDIÓ	06/03/2024	06/03/2024	MCOZZO			1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	2	CONTADO		0	28/02/2024	LIQUIDACION	CAR	0000 - 00002058	2	DELIVERY MATIAS	1098	06/03/2024	202	06/03/2024	MCOZZO	122865	LIN MINGSONG (P40)	JUAN JOSE CASTELLI 5463 5463	399	CARAPACHAY	B	BUENOS AIRES	0		0		0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	1	SPM Y AUTOS. CHICO	1	1067	RAID AERO MMM SIN OLOR 380 ML. X 12	0		NO	0	0				12	140	.38	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	27468.996	27468.996	-1	0	-1	0	-1	0	1	-.38	0	-.38	-34873.68	10.02	31379.34	-34873.68	-3494.34	-31379.34	-6589.66	0	0	0	-941.38	0	0	0	0	-38910.38	0	0	0	0	-3494.34	0	-3494.34		X												
1	J.J. MENDIZABAL S.A.	DVVTA	NOTA DE CREDITO	A	9	996					SI	SI	SI	NO	5	ERROR ADMINISTRATIVO	06/03/2024	06/03/2024	AGIUSTO		06/03/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	117	HEIDEL ROMINA	117	HEIDEL ROMINA	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	0	06/03/2024	CAJA			0		0		201	06/03/2024	AGIUSTO	122895	CONSORLIMP SRL (P0)	ARAOZ 762	2123	CIUDAD AUTONOMA BUENOS AIRES	C	CAPITAL FEDERAL	0		5	10% DTO	0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	15	PROFESSIONAL	1	0		1	AJUSTE DE FACTURACIÓN	NO	0	0				0	0	0		0		0		0				SI		0	1	4110101	VENTA DE MERCADERIAS	0					0	0	0	0	0	0	0	0	0	0	0	0	922526.61	-922526.61	-922526.61	-922526.61	-193730.5881	0	0	0	-27675.7983	0	0	0	0	-1143933	0	0	0	0	0	0	0														
1	J.J. MENDIZABAL S.A.	DVVTA	NOTA DE CREDITO	A	9	997	ELECTRÓNICO	SI		="74109575052660"	SI	SI	SI	NO	5	ERROR ADMINISTRATIVO	06/03/2024	06/03/2024	AGIUSTO		06/03/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	117	HEIDEL ROMINA	117	HEIDEL ROMINA	0		0		MT	RESP. MONOTRIBUTO	1	CTA CTE	06/03/2024	0	29/02/2024	CAJA			0		0		201	06/03/2024	AGIUSTO	111131	VESPASIANO HUGO (P0)	CNEL DOMINGUEZ 475	410	CIUDAD MADERO	B	BUENOS AIRES	0		0		0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	3	PERF. Y CASA DE ART LIMP.	1	1120	RAID AERO EXTERMINADOR 360ML/12 AR	0		NO	0	0				12	140	4.25	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	18056.094	18056.094	-1	0	-1	0	-1	0	1	-4.248	0	-4.248	-22923.39	11.79	20220.72	-22923.39	-2702.67	-20220.72	-4246.35	0	0	0	0	0	-1617.65	0	0	-26084.73	0	0	0	0	-2702.66	0	-2702.66		X												
1	J.J. MENDIZABAL S.A.	DVVTA	NOTA DE CREDITO	A	9	997	ELECTRÓNICO	SI		="74109575052660"	SI	SI	SI	NO	5	ERROR ADMINISTRATIVO	06/03/2024	06/03/2024	AGIUSTO		06/03/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	117	HEIDEL ROMINA	117	HEIDEL ROMINA	0		0		MT	RESP. MONOTRIBUTO	1	CTA CTE	06/03/2024	0	29/02/2024	CAJA			0		0		201	06/03/2024	AGIUSTO	111131	VESPASIANO HUGO (P0)	CNEL DOMINGUEZ 475	410	CIUDAD MADERO	B	BUENOS AIRES	0		0		0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	3	PERF. Y CASA DE ART LIMP.	2	1068	RAID AERO CASA Y JARDIN 380 ML. X 12	0		NO	0	0				12	140	.38	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	23530.199	23530.199	-1	0	-1	0	-1	0	1	-.38	0	-.38	-29873.13	10.07	26864.9	-29873.13	-3008.22	-26864.9	-5641.63	0	0	0	0	0	-2149.19	0	0	-34655.72	0	0	0	0	-3008.22	0	-3008.22		X												
1	J.J. MENDIZABAL S.A.	DVVTA	NOTA DE CREDITO	A	9	997	ELECTRÓNICO	SI		="74109575052660"	SI	SI	SI	NO	5	ERROR ADMINISTRATIVO	06/03/2024	06/03/2024	AGIUSTO		06/03/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	117	HEIDEL ROMINA	117	HEIDEL ROMINA	0		0		MT	RESP. MONOTRIBUTO	1	CTA CTE	06/03/2024	0	29/02/2024	CAJA			0		0		201	06/03/2024	AGIUSTO	111131	VESPASIANO HUGO (P0)	CNEL DOMINGUEZ 475	410	CIUDAD MADERO	B	BUENOS AIRES	0		0		0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	3	PERF. Y CASA DE ART LIMP.	3	1046	RAID LIQUIDO 45N FULL 32,9 ML	0		NO	0	0				6	448	.72	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	15924.56	15924.56	0	-3	-.5	0	-.5	0	.5	-.36	0	-.36	-18599.89	20.71	14747.85	-9299.94	-1926.02	-7373.93	-1548.53	0	0	0	0	0	-589.91	0	0	-9512.37	0	0	0	0	-1926.01	0	-1926.01		X												
1	J.J. MENDIZABAL S.A.	DVVTA	NOTA DE CREDITO	A	9	997	ELECTRÓNICO	SI		="74109575052660"	SI	SI	SI	NO	5	ERROR ADMINISTRATIVO	06/03/2024	06/03/2024	AGIUSTO		06/03/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	117	HEIDEL ROMINA	117	HEIDEL ROMINA	0		0		MT	RESP. MONOTRIBUTO	1	CTA CTE	06/03/2024	0	29/02/2024	CAJA			0		0		201	06/03/2024	AGIUSTO	111131	VESPASIANO HUGO (P0)	CNEL DOMINGUEZ 475	410	CIUDAD MADERO	B	BUENOS AIRES	0		0		0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	3	PERF. Y CASA DE ART LIMP.	4	400	GLADE APC LAVANDA 5 LT. X 4	0		NO	0	0				4	40	20	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	9805.802	9805.802	0	-3	-.75	0	-.75	0	.75	-15	0	-15	-14316.47	13.99	12313.6	-10737.35	-1502.16	-9235.2	-1939.39	0	0	0	0	0	-738.81	0	0	-11913.41	0	0	0	0	-1502.15	0	-1502.15		X												
1	J.J. MENDIZABAL S.A.	DVVTA	NOTA DE CREDITO	A	9	997	ELECTRÓNICO	SI		="74109575052660"	SI	SI	SI	NO	5	ERROR ADMINISTRATIVO	06/03/2024	06/03/2024	AGIUSTO		06/03/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	117	HEIDEL ROMINA	117	HEIDEL ROMINA	0		0		MT	RESP. MONOTRIBUTO	1	CTA CTE	06/03/2024	0	29/02/2024	CAJA			0		0		201	06/03/2024	AGIUSTO	111131	VESPASIANO HUGO (P0)	CNEL DOMINGUEZ 475	410	CIUDAD MADERO	B	BUENOS AIRES	0		0		0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	3	PERF. Y CASA DE ART LIMP.	5	401	GLADE APC FLORAL 5 LT. X 4	0		NO	0	0				4	40	20	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	9805.802	9805.802	0	-3	-.75	0	-.75	0	.75	-15	0	-15	-14316.47	13.99	12313.6	-10737.35	-1502.16	-9235.2	-1939.39	0	0	0	0	0	-738.81	0	0	-11913.41	0	0	0	0	-1502.15	0	-1502.15		X												
1	J.J. MENDIZABAL S.A.	DVVTA	NOTA DE CREDITO	A	9	997	ELECTRÓNICO	SI		="74109575052660"	SI	SI	SI	NO	5	ERROR ADMINISTRATIVO	06/03/2024	06/03/2024	AGIUSTO		06/03/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	117	HEIDEL ROMINA	117	HEIDEL ROMINA	0		0		MT	RESP. MONOTRIBUTO	1	CTA CTE	06/03/2024	0	29/02/2024	CAJA			0		0		201	06/03/2024	AGIUSTO	111131	VESPASIANO HUGO (P0)	CNEL DOMINGUEZ 475	410	CIUDAD MADERO	B	BUENOS AIRES	0		0		0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	3	PERF. Y CASA DE ART LIMP.	6	5002	GLADE TOQUE REP PLACER FLORAL Y FRUTOS ROJOS 9GR	0		NO	0	0				12	280	.4	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	13410.298	13410.298	0	-3	-.25	0	-.25	0	.25	-.099	0	-.099	-15663.23	11.42	13874.49	-3915.81	-447.19	-3468.62	-728.41	0	0	0	0	0	-277.48	0	0	-4474.52	0	0	0	0	-447.18	0	-447.18		X												
